text,labels
@way_of_s @Norcalsteve22 @TylerDurden Peer reviewed scientists are in the pockets of the chinese. There’s plenty reputable independent scientists.,1
"New studies suggest that a large number of people could be walking around for days with no symptoms of the coronavirus, spreading the virus to anyone who comes in close contact. https://t.co/LZ1BUVUqPu",0
Dr. Fauci of @NIAIDNews is predicting coronavirus is on the verge of becoming a global pandemic. China must drastically increase transparency and come clean on what it knew and when.  Beijing is hindering a full global response.,0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson @CharlizeAfrica WWII has taught me that we don't want a WWIII.

Mind you...

Films have taught me that superheores will save my ass.

'Media' has taught me that money is more valuable than human decency.

#Hmmmmmmm. I really don't know how The Matrix believes that it is fooling me right now.",0
"France and Spain now have essentially closed today. The UK, Oz, Brazil, Switzerland and the US to follow next week, Im sure

If you don't yet get it, this is the biggest economic event of our lifetimes, and it is not clear that its a V-shaped 6 week thing. I very much doubt it.",0
"Daily #covid19 sitrep from @WHO is up (numbers as of 10am Geneva time):

China:
80565 (+143) cases 
3015 (+31) deaths 

Outside China:
14768 (+2103) cases
in 85 (+5) countries
267  (+53) deaths",0
The Washington case is a high school student that had little contact with other students this week. The Oregon case is an elementary school employee that “does not typically come into contact with students” https://t.co/SoPc6tpvR4,0
Why all the people that’s woke and paranoid about 5G and Corona Virus weed smokers? That’s already a red flag! 🚩,1
"@rebeccabutlerm2 @snigg1 Was that rant really at our generation? I got the impression it was at certain members of our generation. More specifically, leaders of nations.",0
"@Huawei 5g has nothing to do with corona, they want you to think it’s connected to distract you from the fact corona is a bio weapon being used to take our rights away",1
"Apple stores in #China was supposed to re-open this Monday, but seems like my broken laptop will need to wait a few days/weeks longer. 

Footage taken in front of 🍎 store on 南京西路步行街 in Shanghai. 

#COVID19 https://t.co/Q54myY4ulo",0
"Could the highly trafficked, endangered pangolin be the source of the coronavirus? The evidence for that possibility has not been made public, and scientists are eagerly waiting to see the data.  https://t.co/HCfzv2S3xd",0
"@TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @comradewong @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @SCS_Disputes @Anne_MarieBrady @BethanyAllenEbr @joshrogin @thedailybeast @CIA Friend notes of #CCP's #compradors in US: ""consistent with...activity in Australia and New Zealand to co-opt leading political figures...description of the role as building bridges, arranging meetings etc. seems quite benign...advocating for #China soon becomes more than that""",0
Delhi Government directs immediate closure of all primary schools (Government/ aided/private/MCD/NDMC) till 31/3/2020. https://t.co/DCf8AJCg5f,0
"MYTH BUSTERS:

Q: Can spraying alcohol or chlorine all over your body kill the new #coronavirus?

A: No. It will not kill viruses that have already entered your body.

👉https://t.co/EOzxzF9s1i

#COVID19 https://t.co/dK2cCvRWDV",0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, your hard work ensures that your country will continue to have millions of friends and allies in the EU, no matter what happens next. https://t.co/pO5QOlQqYE",0
"After much consideration, I’d like to announce my commitment to Zoom University to further my education. Thank you to everyone and especially the coronavirus for making this possible🙏 https://t.co/SB3Ev8xnJF",0
"@kady @LeonaAlleslev @lraitt @MurrayRankin @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @DonMartinCTV @RobertFife @MercedesGlobal @kateygoalie @LisaLaFlammeCTV @Puglaas @JustinTrudeau @DrRobbieO @HedyFry @geoffregan @JenniferB_ctv @BoyerMichel @janephilpott @BillBlair @glen_mcgregor @ToddCTV @liberal_party @Rob_Oliphant @RalphGoodale @CommrRCMPGRC @AIPAC @AHousefather @NATO @CTV_PowerPlay @pgoldsmithjones @TonyclementCPC @RCMP @cafreeland @realDonaldTrump @MinCanadaFA @mbouchardmtl @NapierJoyce @CTV @LoisLeeTV @IlhanMN @drsfarnsworth @thelma_dr @theJagmeetSingh @FredLitwin @CBC @MSNBC #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #NoWarsForIsrael #NoWarOnIran OK kiddies, watch this video and tell you teacher that you want 4 civics credits. This should make you laugh &amp; cry. And it should make you woke!   https://t.co/eFfeM2BaTB",0
"Linda Dixon, Head of Pirbright's #Africanswinefever virus group, is speaking today about the latest developments in #ASF research @AHInnovation https://t.co/kT7tGAyBo3 https://t.co/AGTalwDB9P",0
"ZTE has canceled its MWC press conference due to Coronavirus logistical issues. I’m sure there will be others that will cancel, too https://t.co/n3TkdrqXzo",0
"China's Xinhua News just posted a piece titled ""Be bold: the world owes China a thank you"", which says if China imposes restrictions on pharmaceutical exports, US will be ""plunged into the mighty sea of coronavirus"". https://t.co/us3QJB7kIa",0
"My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” President @realDonaldTrump, it’s imperative people take this seriously. Your words are giving them the impression that it’s not serious. You must do better.",0
"I’m going to start compiling data from stories involving flu-related deaths in the U.S. this year, from the start of the coronavirus outbreak to today.

What I’m trying to find out is if any reported “flu deaths” in the U.S. may have actually been undetected #COVID19 cases.",0
"Remember   Trade war China (Huawei) had last year November and December with other bully country ?

It's no longer war of Guns and bombs... They did their homework well",0
"14% of Americans Say They Use CBD Products 
This is amazing...million dollar question: how effective is it???
#CBD #cannabinoids #cannabis
https://t.co/dhZ0z2NQZJ",0
"Question for Pastor Chris and those doing #iStandWithPastorchris

If 5G caused coronavirus, please which technology caused HIV/AIDS/Lassafever/Ebola?",1
Eliminate vendor lock-in with converged 4G/5G xHaul transport and intelligent automation.,0
"China isn’t a friend, nor is it an ally. 

It treats its Western counterparts like fools, deliberately obscuring crucial information about COVID-19 and screaming racism to shield itself from criticism. 

It’s time that we talked about it. Read my piece 👇🏽
https://t.co/V2UvYNzK1s",1
"""The man, who has not been publicly identified, tested positive for coronavirus before he died, but refused to be taken to the hospital, Canepa told CNN. After he passed away, quarantine measures prevented anyone from entering the house and collecting his body.""",0
"The Real Source Of COVID-19 Will Shock You. The most likely scenario is that the coronavirus leaked from the Wuhan biolab, located just 300 meters from the wet market. This biolab is involved in researching the correlation between coronaviruses and bats.. https://t.co/o2DLOvJzo3",1
"#breaking North Korea urges foreign diplomats to leave on Friday. Dozens of foreign diplomats quarantined in Pyongyang, North Korea are planning to take an evacuation flight this Friday, a source inside the country tells me.",0
Beware the blonde teenager telling you how to think. They can mobilise weapons grade germ-warfare as easily as propaganda. It’s been done before. ⁦@GretaThunberg⁩ ⁦@SeibtNaomi⁩ #ClimateStrike #ClimateChange #climatefraud #Holocaust #BYS4C #COVID2019 https://t.co/wWCvYyPC9A,1
"@ChristinePolon1 That’s not to say there are no health risks associated with holding a cellphone next to your ear and that it’s all honky-dory. According to this, there is:

https://t.co/bOVt4QXvjf",1
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen @CrippleThreat8 @PreacherLawson @TheDrewLynch @TaylorComedy @neiltyson He gave me a fake Agent ID# and continually tried to convince me he worked for Canada. After 5 minutes (Yeah! 5!) of me asking for his supervisor and him trying to convince me that he works for Canada, he finally hung up on me. I hope it was long distance for him to call me.",0
Why are there people who believe coronavirus and 5G are actually in the slightest bit related? #woke,0
"This morning, the President is blaming Obama for the poor response to the coronavirus. He's been President for 3 years, has fired key officials connected to the U.S. pandemic response, &amp; proposed repeated cuts to the CDC budget. Yet people wonder why ""boomer remover"" is trending.",0
Increased radiation affecting people cell growth and etc ... I’m not familiar with the current theory I’m just saying that sounds logical lol https://t.co/AFz3KsS3aS,1
"President @realDonaldTrump traveled to Tennessee to survey damage from the recent tornado and meet with families.  

We are with you, Tennessee! https://t.co/6tlusINREm",0
"#HIMSS20 may be canceled, but we’ve got #ATTHealthcare insights you can’t miss! Mark your 📅 and join our #livestream, 3/11 at 10:30AM CT. @ccetti will discuss how #5G and #edgecomputing will enable the future of #healthcare [and more]. #VirtualHIMSS20 #LifewithATT5G @HIMSS https://t.co/N6HqJrl4yX",0
"Take a look at the third guy in this #video. Does it look like he's going to the #hospital, or a death camp? That was one hell of a fight and there are other similar videos. These people know something. #dissidents #COVID19 #Coronavirus ain't what it seems
https://t.co/q0uWpDZCtU",1
Bit of a rehash of the usual Huawei 5G story. Not sure we need to restrict access to Chinese Students as I suspect we have already killed that golden goose. And we will probably burn down all the 5G masts so less for Tom Tugendhat to worry about... https://t.co/Z4CRXzeD5s,1
Mobile World Congress Barcelona is cancelled because of #coronavirus. Exhibitors were cancelling daily in the past week. 100k people typically attend. #MWC20 #5G #wireless,0
This is not a healthcare worker. Please don’t believe this liar. 5g is messing with the air molecules yes but covid-19 is very real. I’m loosing family and friends. Look at her PPE and hair this fake Fake fake https://t.co/x7ekoJIUv4,1
Just 22 out of 167 countries attained “full democracy” classification in @TheEIU's latest Democracy Index https://t.co/lHUWuEDX12 https://t.co/z87g6BwDvs,0
"Remember the fantastic economy? This isn't just about a virus, it's about socialism. Shut down schools and businesses to stop spread of a virus but create govt programs that would spread the virus. You've been had. https://t.co/GPbirQdkHD",1
"The Coronavirus shows the value of the U.S. being self-reliant, sovereign, strong on borders and immigration. It is a matter of national urgency that we manufacture our own critical drugs, steel, other essential goods.",0
"Anger and fear around #coronavirus have gripped South Korea as a religious sect at the center of the outbreak comes under scrutiny.

https://t.co/nZiYDoyyjI",0
"@EnglandYankin Me too. Taking advice from a paramedic and using Vit C, Zinc, Vit D and Selenium for the immune system. White rum with fresh lemon and lime juice for a sore throat or cough. Gargle with salt daily and swoosh some up your nostrils. And nana's chicken soup. We got you. ❤️",0
Female athletes take a stand after transgender athletes dominate track event: 'We're facing the end of women's sports' · Caldron Pool https://t.co/DjPlwwge6p,0
"If Johnson now ‘regrets’ going for Brexit, he can do something about it: stop it. It’s obvious how much harm it’s doing &amp; how much more harm it threatens for the future.",0
"While #5G will increase IT spending this year, the #coronavirus could cause major disruption in the tech industry, according to @IDC.
https://t.co/XEDO39nx5K https://t.co/atGWWaU774",0
"From 5G to IoT, security is more important than ever. See how Ericsson is bringing you on a journey towards intelligent security at #MWC20.",0
"2,345 new cases in Hubei, whose people are being treated as pariahs elsewhere in China. Xi jinping tries to up the urgency. See our live briefing for Tuesday on China’s epidemic crisis. https://t.co/P6STZ8oMFp More observations from Wuhan today to follow. https://t.co/iMISwH7n4X",0
"Now, if we say 5G causes COVID-19 and that story comes from the US PR guys, very understandable, if they discredit the technology, they can get their own company to champion it at a later date. ..13/27",1
"Wow — dean of University of Washington medical school is asking qualified graduate students to pause their research and instead help run COVID-19 lab tests.

Voluntary until compensation structure can be determined https://t.co/JlOH0SJSBR",0
"The quantitative self, harvested against will, irreversibly siphoned into a machine designed to find and persecute others like you. History will view this like Nuremberg's Doctors' Trial. One can die in a failed, barbaric experiment — but their data won't. https://t.co/KmHJ78oUHD",1
"COVID and a 5G connection? -  April 7, 2020  --No blanket assertions here. No claims that 5G technology 'activates the virus.' No across-the-board answers. Instead, several key... 
From @jonrappoport
https://t.co/4Fd1RM8Sbw",1
"Dear @ATMovement_SA 

Can you please look into this matter of 5G Technology. All the companies that are involved in the 5G rollout have not done any Biological studies  abt the health and safety of 5G.

This is very dangerous considering that 5G uses high Frequencies/Microwaves https://t.co/QeGJbvLARd https://t.co/x83ekiW75m",1
Coronavirus was created in a lab in China. Bill Gates ordered its release so her can sell us a vaccine. This will include a microchip that enables him to control us via 5G masts. WAKE UP SHEEP!!!,1
The FDA announced its first drug shortage — it won't name the drug or manufacturer — because of the COVID-19 shock to the global supply chain. Won't be the last. https://t.co/kURm7wIYy3,0
"#When I say there is nothing like #CORONA OR TOYOTA VIRUS,from the start...#I know what I mean...am a man of #INSIGHT...#This is just  #just tech-propagandaism aimed to achieved its objectives,  that has failed..even #China are destroying all 5G connections..",1
"The Department of Health says four more people in England have tested positive for the coronavirus bringing the total number of cases in the UK to eight adding the new cases ""are all known contacts of a previously confirmed UK case"" and that it was passed on in France",0
"@DrTedros ""There are 10 basic things that you should know.

1⃣clean your 👐 regularly with an alcohol-based hand rub, or wash them with 🧼 &amp; 💧.

Touching your face after touching contaminated surfaces or sick people is one of the ways the #coronavirus can be transmitted""-@DrTedros https://t.co/Ty8J0zoGKS",0
"If Boris has a #Coronavirus fever, as he says, then he surely shouldn’t still be trying to run the country?
Too many huge, crucial decisions to be made for someone who may be feeling very rough to be at the helm.  
Who is the designated survivor PM - Raab? Sunak? Gove?",1
THREAD: In U.S. we face two alternative but hard outlooks with #COVID19: that we follow a path similar to South Korea or one closer to Italy. We probably lost chance to have an outcome like South Korea. We must do everything to avert the tragic suffering being borne by Italy 1/10,0
"They have been a threat for years with back doors way to spy UK moves to drop Huawei as 5G vendor, citing China coronavirus transparency https://t.co/Qz8feM4epQ via @nypost",1
"The government wants to criminalize false information about COVID. Time to look in the mirror. 
https://t.co/mM1KCBoftG",1
"EVENT 201 CAPS, renamed COVID-19 has come like a Bat Out Of Hell, mind control ...One Flu Over The Cuckoo’s Nest.  Id2020 = 5G Vaccines 💉",1
"@PostCubicleKyle You’re lucky. I live in a hippie/sanctomommy type area, and half of the posts are how the coronavirus is just being sick from the 5g technology rolling out. Which has been in testing for years, so logically it’s unrelated.",1
"Analyst Harsh Kumar is “wary” of the stock’s current valuation “given the potential near-term coronavirus risk to 5G handsets”

The current valuation “properly reflects the company’s positioning in 5G mobile”",0
"Doctors at West China Hospital in Sichuan has started using #5G technology to control the CT scanners in remote hospitals on a real-time basis for the diagnose of #COVID19 patients, bring up the examination efficiency and reducing frontline doctors’ potential risk of infection. https://t.co/9KnMujkDRE",0
Can someone answer this question for me how come coronavirus symptoms and the same is 5G symptoms as you can see in this picture down here 👇👇👇 https://t.co/Si501tsp0t,1
"...this argues for policies against mass gatherings, for school closures, and for strict national and local measures for social distancing.",0
"@IranNW Feb 23 - Abadan, SW #Iran
Video circulating on social media claiming to show authorities burying the body of a patient who died of the coronavirus.
#Covid_19 https://t.co/nI4eg6TnEI",0
"◦ City facilities cancel events, including at Seattle Center, public library
◦ Seattle City Council recommended canceling all committee meetings
◦ Seattle Humane is temporarily closing to the public
◦ Seattle Presbytery leadership suggests regular worship be canceled",0
"“The epidemic could have been controlled fairly easily three (four) weeks ago had there been more openness, swift action, and no attempted cover-up. But now it’s too late, and this virus is spreading globally.”
#2019-nCoV #Wuhan #coronavirus https://t.co/T41Rt1hnx1",0
"@Rick__War @IanChisolm @0oty_Mac @knickanator @theline4two @Byrons360 @rahmmagick @mikenieve @Woodshed_1914 @eepdllc @goknickstape @TruePG718 @knickprivilege @Freekeith @2ForgetUs @stateofthenewy1 @AJTheManChild @MacksJulien @SquareBidness @JerrelXL @Mikethejohnson @DonaldP47082631 @BunchRegal @LooseJointny @BigFreezie @TheKOTShow @SBADJ1 @net_steven @Iam_P45 @Chuck1one @shamiek7 @ed_tsunoda @Ant4418 @Golfballl @RobertSParis1 @stalling_e @SwordsLiquidity @TMal761 @MrAlexCollins @miya90094826 @jaesofamous @CAU_59 @Jaelin_Taylor @JoelGlenn @YankeesKnicks99 @KnicksFTW_HOTK @NYK247_4EVER @Michael59413281 @BrettJKoppel @simonbalac Y’all go on and keep sleeping on RJ! 🤨

The lack of vision with our fans regarding our kids is a bit concerning!  RJ came in needing work on his Jay and a bit on his handles. He needs to add more to his Bag!  Takes more than a Rookie Season. 🤔",1
"@RepSwalwell @AspenInstitute @jhalderm @DHSgov @StateDept @MarkWarner @briankrebs @SenBlumenthal “President Donald Trump has only glancingly and grudgingly acknowledged the consensus view of US intelligence agencies that Russia meddled in the 2016 presidential campaign with a view to helping him get elected.”

Gen. Curtis #Scaparrotti
#USIC
#NatSec
https://t.co/lO5HuMA69J",0
"NEW DETAILS on Santa Clara County's second case of #coronavirus: 

- Woman recently traveled to Wuhan, China
- She has stayed home since she arrived, except for twice to seek medical care
- This is NOT related to the first case in the county https://t.co/S9jTjT267b",0
"@RumplesBruv @ThunderousChad &gt;got nothin' new, the whole scenario is baffling tf out of me this week
&gt;it's not spreading like wildfire anywhere outside of China &gt;there's still only been one death outside of China since it all went sideways in Wuhan
&gt;unironically wondering if it's a boomer genocide beta test",1
"During the Coronavirus pandemic, when should I propose to my girlfriend? just in case we don’t make it to the end? 

P.S. I think 5G &amp; radiation that’s killing us. I can’t wait until Bill Gates releases the antidote that embeds a microchip in you.

I know it’s a real love story",1
"#COVIDー19 Pandemic turning out to be “Plannedemic” for launch of 5g across the 🌏 which is more lethal than covid-19 😡
May ALLAH SWT protect us from all these evil 😈 forces.",1
"The continued spread of the new coronavirus, COVID-19, has the world on notice. Congress’s task is to make sure that the administration and our dedicated medical professionals have what they need to continue preparing in ways that are calm, smart, and effective. https://t.co/lYw94CNSMa",0
Should we trust the Chinese to sell us uncontaminated ventilators ? Or will they repackage and sell us used ones? I’d rather buy BRITISH ventilators made by our great manufacturers. Thoughts welcome....,1
"Good morning… 

On the show: 
- Health Minister Nadine Dorries becomes first MP to contract coronavirus
- Chancellor prepares to unveil budget amid growing virus concerns
- Huawei: Government survives Commons rebellion on 5G network

I’m live on @LBC at 7am. Call 0345 60 60 973 https://t.co/sct64sT9d7",0
8. Continuing: “Our study rejects the hypothesis of emergence as a result of a  recent  recombination  event.”—&gt; I.e. the authors also conclude that the new #coronavirus did not originate from random recent admixture between different coronaviruses. Other possibilities of course.,1
"@Hugo_Lz So, during the course of this discussion, you went from a 4% death rate, to now asserting less than 1% death rate. I’m really not sure what you believe as to this, but the medical consensus for mortality is about 2%. COVID-19 spreads easier the SARS/MERS, but is less deadly.",0
"#coronavirus Int. Update:

2 cases in #Vietnam (+2 not confirmed)
1 case in #Singapore 
#HongKong says 53 people are hospitalized for possibly having coronavirus 
30 nurses in Kerala, #India quarantined
1 Indian nurse in #SaudiArabia
4 people in #Scotland are being tested https://t.co/mhn5cpYzVW",0
Canadian TV viewers: I’ll be on CBC News @PnPCBC at 640pm EST. Tune in as I advocate (again) for @WHO to declare a global emergency 🚨 for the #coronavirus. Will the WHO listen? https://t.co/4s56K432e1,0
Sources believe coronavirus outbreak originated in Wuhan lab as part of China's efforts to compete with US https://t.co/fYBigEeR1o #FoxNews,1
People said we were crazy for thinking 5G and Covid19 had something to do with one another BUT what better time to put up your controversial towers. It’ll be a nationwide lockdown soon and the work will really start.,1
"We know 5G didn’t cause Coronavirus. But let me ask, what caused Coronavirus? Anyone who has a good explanation why an advanced world is caught up in 1918 style pandemic despite 100 years of advancement.",1
"@Xiaomi @Honorglobal @Apple @HuaweiMobile @vivo @oppo @iQOOGlobal ➯Apple’s iPhone was a dismal performer in Q1, with its market share down nearly 50% from last year. Although the price of the new generation of iPhone products has dropped by about 10% since January, the price is still high enough to deter buyers.",0
"North Korean leader Kim Jong Un: ""In case the infectious disease spreading beyond control finds its way into our country, it will entail serious consequences""",0
Breaking: Palestinian health ministry confirms first seven cases of coronavirus in West Bank,0
@PandoraSpox1 @99freemind It also causes radiation sickness which mimics pneumonia symptoms. 5g had just been installed city-wide in Wuhan China.,1
"In other countries Team of Experts being set up to cure Coronavirus whilst in J&amp;K Team of Experts being setup to block social media.
Moreover Other countries are moving To 5G we are cramped to 2G.This is how disturbance is,it leads to nowhere.
Hope peace prevails.
#jammu #kashmir",0
@Marfoogle Marf- it’s the 5G. That’s what’s going to cause the deaths. Corona is a cover up. The frequencies from 5G not everyone can handle.,1
"@henrietta_22 @jwgledhill @benpuppypaws @neilhwilliams @mcgibbond @KitOfNowhere @CELESTRON1957 @asymetricjockey @Lomquiche @Petie42885201 @lmmother @petergerald @InTheRuck @JaneMundon @mollyluna11 @Larry680 @nick_williams68 @Xlandphoto @ericagoesforth @heeney77 @chlorophyllbill @FanaticRealist @lin_lee65 @cazzrhughes @Liberal_Isms @amicon_13 My late, beloved Cosmo was pure black &amp; could come &amp; go without me seeing, even when I was looking if it was dark. Sometimes even in broad daylight. https://t.co/C3XiZvC6dC",0
"@TeamYouTube hey, is there a reason why you are censoring videos debunking 5G causing the coronavirus such as @thunderf00t's video?",1
"*Based on preliminary estimates from publicly released documents
** Based on an estimate of 100 specimen per day capacity per lab. Some are able to do far more, some far less. https://t.co/zJaQqIGIQf",0
#Update: Lyft has told its San Francisco employees to work from home after it found out that a staff member was in contact with someone exposed to #coronavirus. https://t.co/e76XwDPJ6E,0
"Dr. Fauci would prefer a 14-day national shutdown of some sort to slow down coronavirus, and has made this point of view known in admin, he says on ""Meet the Press."" 

""I think we should really be overly aggressive and get criticized for over-reacting,"" Fauci told @chucktodd.",0
".@VivianeRedingEU says ""#5G is a game changer at the heart of our future data-connected economy."" A slowdown of infrastructure would automatically lead to a slowdown of the future economy."" #20in2020 @Huawei @Huawei_Europe @EU_Commission https://t.co/IiKDvdkFgK",0
"What are they going to do, fly some more drones around and spray us with a bit more Covid-19? Or is it the 5G this time? #Plandemic https://t.co/kN2c7E0lfO",1
"Reuters: CHINA'S WUHAN, THE CORONAVIRUS EPICENTRE, SAYS ALLOWS HEALTHY PEOPLE IN THE CITY TO EXIT UNDER SOME CIRCUMSTANCES",0
Several prominent anti-human trafficking organizations will boycott Ivanka Trump White House event https://t.co/Y48uKlRj6p https://t.co/lPsj5o7IyK,0
"@TAU_TTM @AdvoBarryRoux Let me conclude your statement...

However, 5G network is extremely dangerous. It's going to kill 🐝 bees that play an important role to ensure food production. It is also going to cause cancer to a lot of people that will be the end of human race.",1
"1/3 Thanks #GoC &amp; #PHAC teams; @CanadianForces; @redcrosscanada; #Ontario, @CityofCornwall &amp; @NAVCentre for substantial efforts in supporting repatriated Canadians from the #DiamondPrincess during their quarantine. #COVID19",0
"Comms people: We hope some of these risk comm articles from past outbreaks may be useful to you now, and in the near future. 

Good luck. Communicating a novel virus/disease/situation is very hard!

https://t.co/HiUnOe2URA https://t.co/G4iHHOZChu",0
"When people are voicing concerns about 5G effects, I'm seeing the phase ""they said that about the traction engine"" as if to dismiss any potential long term harm. 

They did say that, but folks also said it about cigarettes while medical doctors were promoting them to patients.",1
"Has anyone heard that 5G has been passed into law while the China virus is distracting us,apparently children needed to be out of school for it to be installed?",1
Vietnam Airlines will temporarily suspend all of its South Korea flights beginning March 5 over concerns about the novel coronavirus outbreak https://t.co/ULu1qS1Tyw,0
THIS IS A TEST ....THIS IS ONLY A TEST......201 is the name and self quarantine is the game......oh and take a test - it’s only 75% FALSE POSITIVE RESULTS- WAKE UP FOLKS THERES OTHER SHIT TO WIPE WITH - or BIDET YOUR STANK ASSES - this is for funding for the actual 5G going live https://t.co/z9p8MZg0Nr,1
"#BREAKING

As #Iranians continue to battle the devastating effects of the #coronavirus, Relief International has received multiple shipments of protective gear for health workers fighting to control the #pandemic.

Our latest update: https://t.co/7lr6zdcjaz",0
"The Coronavirus-driven pullback in tech names like $AAPL, $SWKS, and $QCOM? It’s a buying opportunity for the next 12-24 months, says @ChrisJVersace.

Versace assesses how the looming 5G launch will impact some of the sector’s biggest players on #TheWatchList with @NPetallides:",0
"There have been no long term 5G health studies. Despite the absence of studies into the long-term health effects of 5G, Dr. Joel Moskowitz from UC Berkeley School of Public Health has explained, “we have no reason to believe that 5G is safe.”
#Coronavirustruth",1
"Sarah Kendzior: Advertising is getting the attention but harassment was important--it drove women off social media, they were less likely to stand up for themselves, to admit they were Hillary supporters. @sarahkendzior https://t.co/HIwtVwHiHh",0
"@nytimes @MichaelAvenatti @WSJ @FEC @TheJusticeDept @AndrewCMcCarthy @crew @CREWcrew @LeagueWomenVote @womensmarch @UniteWomenOrg “Federal reports show #USIF ended up paying $370,000 to Squire Patton Boggs, an undisclosed cut went to #Cohen … reports say USIF-funded lobbying efforts targeted reform of immigrant investor #EB5 program""

#gerrymandering
#TrumpBayStreet
#Mastroianni
https://t.co/ybRRrYrWtO",0
"@DailyMailUK Here we go. 

Intro of #WuhanCoronavirusOutbreak in the #UK 

#Communist #China #CCP 's blood money can't save you. Keep sucking #Huawei #5G Boris. Told you to shut down flight route from China 2 months ago. Now the citizens pay for the price. 

#WuhanCoronavirus
#COVIDー19",0
Trump still not sure if it is even a virus believing in circulating conspiracy theory that #COVID19 could be just a toxic effect of #5G radiation thus it has failed to afflict the children. He compared it to Spanish flu saying kids got that but not #coronavirus. @realDonaldTrump,1
@DivaMariee i didn’t watch part two but i have been seeing shit about 5G towers and that’s what’s really causing people to become sick . maybe people are dying and theyre saying the cause of death is covid-19 but it’s actually something else . 🤷🏾‍♀️,1
"Conferences cancelled #coronavirus:

Google Cloud Next
Adobe Summit
Mobile World Congress
F8 
Google News Initiative Summit 
Facebook Global Marketing Summit
Cisco Live Melbourne
CERAWeek 2020
Geneva International Auto Show
Game Developers Conference
F5 Agility 2020 conference",0
"This is shocking about the Gates foundation.

WHO is corrupt beyond the meaning of the word.

Indian doctors blame the Gates campaign for a devastating non-polio acute flaccid paralysis (NPAFP) epidemic that paralyzed 490,000 children

https://t.co/s0EPstU988",1
"There is no corona virus or Covid 19,Do some research about the testing machine and who invented it and what was said after invention, Y’all are in lockdown while this evil entity’s are installing 5G towers in every corner of the world.. Next weapon will be the vaccine 💉 https://t.co/bZwlvNMnqo",1
"@awulu_jr @strawbless @channelstv Why are we all of a sudden talking about chips? 5G, chips Corona, Chips, you don't know you can be monitored with the Goddamn 5G chips?? https://t.co/Sb7cOl8oiQ",1
"@cdnfp @TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @dfat @ewong @foreignoffice @scoopercooper 6/ #elxn43--Liberal minister #MaryNg in #China in July, smiley smile promoting Canadian ice cream company whilst #Kovrig and #Spavor held hostage https://t.co/ZxqKmDCeRi #PeterHarder #compradors #cdnfp #foreigninfluence",0
"@DHSgov @FBI “Many #RussiaExperts worry Putin is intent upon securing major concessions from Trump, i.e. relief from tough economic #sanctions that the U.S. and its allies have imposed on Russia since its 2014 #Crimea invasion and 2016 #ElectionMeddling”

#PutinsPuppet
https://t.co/g18bo5WQDj",0
"All the crazies in one protest! 5G virus, pandemic hoax (which is it guys?), sovereign citizens, anti immigrant and pro oil in one big old parade of stupid! https://t.co/Q25QnXBX0s",1
"PMB please stop the invitation of Chinese Doctors to Nigeria. Our Doctors are doing well in the circumstance. Let them go to countries with escalating cases of Corona. If they come and there is outrageous increase in cases,we will hold the FG and minister of Health responsible.",1
Obviously all the conspiracies about 5g and coronavirus are bullshit but at the same time 5g is bad and shouldn’t exist,1
"IS IT TRUE? @Diddy @DanielNewm5G LAW PASSED while everyone was distracted with COVID19... - S.893 SECURE 5G AND BEYOND ACT OF 2020 - 
(See for yourself  https://t.co/erZcrzmZKc.)
Signed into law 116-129 on 3-23-2020, that will speed up the installation of 5G and protect profits!",1
