text,labels
"China on Fri. announced measures to boost consumption amid the #COVID19 outbreak. Measures include increasing car plates in cities that restricted car purchases, expanding imports, acceleration the construction of 5G networks and commercial use, and setting up new duty-free shops https://t.co/NsBDccFQCI",0
"BREAKING: Update on #CoronaVirus

- 7811 infected.
- 12 167 suspected cases.
- 170 dead.
- 1370 in serious condition.

1228% increase in infected people since last week.

Why are we not quarantining all flights from China yet??? 

This is spreading fast😷",0
#Wuhan's mayor latest comments on the #coronavirus situation have been reported by #China's state broadcaster. Zhou Xianwang said the handling of the #crisis was 'not good enough' and added that he and his deputy will resign over the case https://t.co/Icj9CdFpeu,0
"""The Week in Tech: London Hands Washington a Loss on Huawei"" #Technology #5G (Wireless Communications), Computers and the Internet, United States International Relations, Coronavirus (2019-nCoV), Layoffs and Job Reductions https://t.co/2pQxfCegRB",0
"@tchiya Your intution that 5G has something to do with this may be right ... Just that this pandemic will lead to people using 5G devices to remote work from random places from now on.  

Every worker who ever went into an office every day will fell like a chump after this.",1
Still wondering whether this COVID19 is really war between China and America as said or the 5G scenario 🤔,1
"My daugter recorded this just now. She is on the cruise ship that’s stuck in Long Beach... They aren’t saying if anyone has COVID19, but they won’t let anyone off... https://t.co/zgEho8VWtc",0
"Pastor Chris made so much sense in his video, so why were people cursing him out?

Is it because he is a pastor?

You heard him, he loves technology but after doing his research, he thinks its not a good one. Instead of cursing him out, why not also do your research? Hmmm...",1
@realDonaldTrump Good morning. T5g originating in Wuhan China. There is an electromagnetic field  around earth . Many of our medicines including excedrin have aluminum lake as an ingredient and  made in China. Why is there aluminum in our Medicine’s?  Can this 5g trigger a rxn caused by metals?,1
"🛑Live Show: Lots of Great researched Topics...links in the show notes—- Coronavirus: Bioweapons, Vaccines, Fake Pandemics, Globalization Plots &amp; 5G Sickness-Let’s Dive In... https://t.co/FL6IKrU4fM via @TLAVagabond",0
@mcclay_z @epochchanger They are lying to us about Corona! Is it dry cough seizures consistent with loss of oxygen to circulation.,1
"The REAL reason for the coronavirus outbreak...the story the networks WILL NOT report on....

Ex Vodafone boss blows the whistle on the correlation  between the 5G network rollout and the coronavirus outbreak:

https://t.co/wirmqZIp4q",1
I say this to parents at school. The fat tech cats make their billions off you giving your children the latest tech gadget while they fill their houses with books. https://t.co/LlEowX9dYP,0
"Our @NOPDnews are onsite disbanding a large gathering. This is irresponsible, potentially endangering the entire community. New Orleans just had our first fatality.  Be a part of the solution to slow the spread of #COVID19 #coronavirus @NOLAready Info: https://t.co/2iY1VZzedn https://t.co/nhSHrw4eKC",0
"I may not know much bout what Pastor Chris said by i read an article back in 2018 when 5G was tested in an area, birds fall from the sky like rain.

And i have seen situations where manufacturers hide effects of their production site from the public and govt becos of profit.

So.",1
Project camelots Larry Cassidy has inside info saying coronavirus in China was just the cover for another virus that when used in association with china's 5g is what was killing so many in China.,1
"Stuff They Don't Want You To Know looks at the conspiracy theories that coronavirus was caused by 5G networks in China, or that it was a hoax invented to distract the public from what's really going on.

https://t.co/gVdToNwcM8",1
They say Coronavirus will be a virus that will come around seasonally my assumption is ... again this is just my assumption that the towers will pump out 5G and kill people which will help with population control while still being able to push mankind further into the future https://t.co/5RTECAv9HB,1
".@IranIntl has created an interactive map of #COVID19 fatal victims in Iran - totalling 333 cases - much higher than official reports of 42.

https://t.co/CJZGg5LvuC",0
"To assist health workers &amp; researchers, The Lancet journals #COVID19 Resource Centre brings together new content as it is published with all content fully and freely available to access https://t.co/b5VN9rgMIC

Now also available in Chinese 🇨🇳 https://t.co/yiXoJo0rN9 https://t.co/nXBUg55fp3",0
Officials identified a New York City suburb as a ‘hot spot’ for #coronavirus and the fifth-largest school district in California closed its doors as new cases of COVID-19 continued to crop up https://t.co/7ZDpSlCp7F https://t.co/HklNSKDQJU,0
"The identity politics police only want to hear from people with White identity, it’s the only way they can insulate themselves from accountability and responsibility to equality. Asking them to GAF about everyone else feels like an attack because they don’t want to do it. Period.",0
"Corona virus Vs 5g network 

They create a virus
They lock down the world
They pretend to donating billions to the poor 
They install 5Gtower 
They create ID2020/ microship to work with 5Gnetwork
They pretend it's a vaccine
....continue https://t.co/yylBfsz246",1
"Apparently the Asofo's are now 5G spoke person's ohh.They are connecting God says/reveal to 5G inline with COVID-19.
Mind games !!",1
5G NETWORK = COVID-19 + MARK OF THE BEAST (THE CHIP) + A whole lot of HEALTH HAZARD.... @mostclaims. Others said it's bulshit believe. Pls let @SCIENTISTS look into it properly to know who is fooling who. Life is precious,1
"@sumlokkei How generous, although the China government is suppressing almost any mention of the coronavirus so it’s questionable that this ‘gesture’ is useful for providing information. It is, however, quite a good PR tool for the mobile company that has a vested interest in 5G adoption.",0
1/3 of jobs are at risk from automation but others estimate that 5g will create millions of new careers https://t.co/Z40RnLTTnJ,0
"The coronavirus Deep State ,China Israel 6g 5g virus, if I could figure out why the CDC can’t see the clue in yet the ocean and sky https://t.co/YGku1Pdn14",1
Former Vodafone Boss Blows Whistle on 5G Coronavirus IoT Vaccine Digital World Currency https://t.co/xbemc9WcGi,1
"@sotiridi 5G Launches In Wuhan Weeks Before Coronavirus Outbreak. Wuhan was the testbed for full 5G implementation.
https://t.co/XqjJplQ0Q6",1
"Me: what's the link between 5G and coronavirus? 

Researchers: Go and do research and see mind blowing facts, there's more to science. 

🤦‍♂️🤦‍♂️🤦‍♂️",1
#TPSS tip of the week: Take some time today to think about how everything is changing in your industry. https://t.co/Yp5C4j2cE0 #AI #IoT #5G #workingfromhome #digitaltransformation #futureofwork #sustainability #PeggySmedley #COVID19 #coronavirus #podcast https://t.co/uRWykvoPLC,1
Some of the Washington cases are related to a long-term care facility called Life Care in Kirkland in King County. One is a woman in her 70s who is a resident there who is in serious condition. Another is a healthcare worker in her 40s who is doing well.,0
"@CNN Why is no one in the media talking or investigating the rumour about the link between 5G and Covid-19? 
Just a thought.",1
"Wow. the Foreign and Commonwealth office just issued this update to its China travel advice: ""if you're in China and able to leave, you should do so"" 
https://t.co/czTg3m2hW2",0
"#France: suspected #coronavirus patient in #Bordeaux, announces SOS Médecins. The man said that he had just returned from China, and that he had transited through the #Netherlands. He also said that he had been in contact with people in the town of #Wuhan. https://t.co/0aw99vxpTQ",0
"Xi: ""Big projects, especially those in manufacturing, should start construction on time; boosting consumption was an important hedge against the epidemic's impact. Work should be done to promote the wider adoption of 5G technology""
 https://t.co/icJ3yAUiz9",0
This is significant. New Jersey thought it would have CDC confirmation on its first two coronavirus cases late last week. The CDC hasn't offered state officials any explanation as to why they haven't confirmed positive tests from NJ's public health lab https://t.co/Z5Blx9PWz7,0
"The Department of Health says four more people in England have tested positive for the coronavirus bringing the total number of cases in the UK to eight adding the new cases ""are all known contacts of a previously confirmed UK case"" and that it was passed on in France",0
"BREAKING: Italy reports 1,492 new cases of coronavirus and 133 new deaths, raising total to 7,375 cases and 366 dead https://t.co/eUoE2b20hL",0
"Misleading headline.  Most of them are no longer suspected as they have tested negative. Also, why a picture of a dog? No link to dogs #COVID19 https://t.co/A52OnpiEUn",0
"“The new cases in the U.K. and France ‘could be a spark that launches a fire,’ World Health Organization Director-General Tedros Adhanom Ghebreyesus said at a press conference in Geneva. ‘But for now it’s only a spark.’” https://t.co/nMYEvX07kE",0
"On this week’s “Babbage” podcast:

-How can the new coronavirus be contained?
-A new biotech company is hoping to revolutionise the way drugs are brought to market
-Is Huawei’s 5G technology a threat to countries’ national security? 

https://t.co/8luQcytZFT",0
"ISPs (incl. @ATT, @Comcast, and @Verizon) are boosting bandwidth/removing data caps/building up 5G infrastructure for users as social distancing in response to coronavirus will drive more people online (e.g. for video meetings, streaming content).https://t.co/EjwLd0Nrat",0
BIG: Hillary Clinton Ordered By Federal Court To Testify to @JudicialWatch On Email Scandal PLUS Schumer Threatens Supreme Court--Should He Be Prosecuted? EXCLUSIVE Update: https://t.co/2il06pUYt9 https://t.co/IYPHHwordS,0
"I’m going to start compiling data from stories involving flu-related deaths in the U.S. this year, from the start of the coronavirus outbreak to today.

What I’m trying to find out is if any reported “flu deaths” in the U.S. may have actually been undetected #COVID19 cases.",0
"We just found out that the 5g has been signalled in the rain.

My neighbours cousin who works with a Nigerian Railway Corporation said that if you enter this rain you would get the COVID-19 and the only cure in a type of ginger only found in China with has a chip",1
I’ve heard they are putting 5g masts inside Supermarket shop signs and they are most potent on Saturday between 9 and 10am. Everyone should avoid shopping at this time or they will most likely die of covid-19 #5GCoronavirus https://t.co/niTWvDiUnI,1
"“According to the allegedly hacked data, #Manafort’s eldest daughter Jessica, 34, texted her sister Andrea on April 7”:

“Dad and Trump are literally living in the same building and mom says they go up and down all day long hanging and plotting together.”

https://t.co/MtXBRGOWM6 https://t.co/FaWFa0Zjzd",0
"The direct correlation between the #COVID19 outbreak &amp; the implementation of 5G has puzzled many.
A former business unit manager at Voda.fone explains what he saw and now knows.

https://t.co/XwBxX3FFsO",1
@All_That_Jas__ She deleted everything. Basically saying that 5G is the cause of the Corona virus. Ig was a serious of tweets and some video.,1
"For the 2nd day, #PLAAF combat aircraft flew close to #Taiwan. @iingwen urged Beijing to deal with the #Wuhan virus, not threaten the country militarily. Listen, H-6 bombers are useless against #Coronavirus. JW https://t.co/irAKV4G4n7",0
"Everyone needs to really calm down about Covid19, a man on the train told me it was the just 5G radiation and the governments plans are to just to infect and kill old people. So us young folk will be fine. PANIC OVER!",1
"2,345 new cases in Hubei, whose people are being treated as pariahs elsewhere in China. Xi jinping tries to up the urgency. See our live briefing for Tuesday on China’s epidemic crisis. https://t.co/P6STZ8oMFp More observations from Wuhan today to follow. https://t.co/iMISwH7n4X",0
do y’all believe in the 5G stuff that they’re talking about as the cause to why coronavirus is being such a huge deal,1
"Is #5G going to be worth the hype?

#5G is touted as a game changer! Tech experts say its performance benefits &amp; industry use cases will be unparalleled. But Business Owners are still in doubt!

Via @5GAmericas @Vecto_Mobile @GersonRolim

https://t.co/gS6o1IDJ1d

#DX #IoT #4IR",0
Very suspicious they put up 5G towers in UK while we're in lockdown. When we're allowed back out are they going to turn them on and watch more people get sick and blame it on COVID-19 spread?,1
"@kady @LeonaAlleslev @lraitt @MurrayRankin @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @DonMartinCTV @RobertFife @MercedesGlobal @kateygoalie @LisaLaFlammeCTV @Puglaas @JustinTrudeau @DrRobbieO @HedyFry @geoffregan @JenniferB_ctv @BoyerMichel @janephilpott @BillBlair @glen_mcgregor @ToddCTV @liberal_party @Rob_Oliphant @RalphGoodale @CommrRCMPGRC @AIPAC @AHousefather @NATO @CTV_PowerPlay @pgoldsmithjones @TonyclementCPC @RCMP @cafreeland @realDonaldTrump @MinCanadaFA @mbouchardmtl @NapierJoyce @CTV @LoisLeeTV @IlhanMN @drsfarnsworth @thelma_dr @theJagmeetSingh @FredLitwin @CBC @MSNBC #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #NoWarsForIsrael #NoWarOnIran OK kiddies, watch this video and tell you teacher that you want 4 civics credits. This should make you laugh &amp; cry. And it should make you woke!   https://t.co/eFfeM2BaTB",0
"What is Zionist plan to depopulate our society is to generate new viruses spread in society like #coronarovirus 
This is all implementation of #Agenda2030 #NewWorldOrder to reduce world population upto 500 million till 2030 
And results r more effective than war 
Decode Economist https://t.co/AjD3EJZ0EC",0
"@kady @LeonaAlleslev @lraitt @MurrayRankin @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @DonMartinCTV @RobertFife @MercedesGlobal @kateygoalie @LisaLaFlammeCTV @Puglaas @JustinTrudeau @DrRobbieO @HedyFry @geoffregan @JenniferB_ctv @BoyerMichel @janephilpott @BillBlair @glen_mcgregor @ToddCTV @liberal_party @Tom_Parkin_ @Rob_Oliphant @RalphGoodale @CommrRCMPGRC @AIPAC @AHousefather @NATO @CTV_PowerPlay @pgoldsmithjones @TonyclementCPC @RCMP @cafreeland @realDonaldTrump @MinCanadaFA @mbouchardmtl @NapierJoyce @CTV @LoisLeeTV @IlhanMN @drsfarnsworth @thelma_dr @EvanLSolomon @CBC #uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol If @CBC had fact checked they would have learned that #Magnitsky was never a lawyer and ""Victor Poryugin"" is a time traveler &amp; Freedom Rider from 1961 Alabama! #Browder openly lied &amp; CBC? https://t.co/1l5VzJZRJU https://t.co/fcQ1HxMuYM",0
Isn’t Covid-19 caused by turning on the 5G network? (Can’t believe I read that for real elsewhere on this hellsite.) #StupidPandemicQuestions,0
"Graph shows the exponential and dangerous growth of corona virus compared to other major viruses such as Ebola and SARS.

#Corona #CoronaVirus #CoronaOutbreak #ChinaVirus https://t.co/QOco1JQDf5",0
"I feel like the real sleeping giant of the internet right now is the 5G warfare movement. 

They are REALLY revved up about the coronavirus. https://t.co/7b1gIp8Rq9",0
"Iran's infected Deputy Health Minister in a video from quarantine: ""I’m saying this deep from my heart, take care of yourselves. This is a democratic virus, and it doesn’t distinguish between poor and rich, statesman and an ordinary citizen. It may infect a number of people.”",0
"This afternoon, I was notified by CPAC that they discovered a photo of myself and the patient who has tested positive for #COVID19.

While I am not experiencing any symptoms, I have decided to self-quarantine out of an abundance of caution. 

Full statement → https://t.co/74oeaYOBYR",0
"Did the 5G rollout in Wuhan damage the innate cellular defense cells of the population, putting the people at risk of complications and death from coronavirus? https://t.co/nU82nKa6MI",1
"I will urge you to listen to this...just few minutes..
Don't dismiss him as a conspiracy theorist...it will be your own loss....
The environment and the earth is bring raped, human immune systems are being destroyed under EM signals....results r #Covid_19

https://t.co/C21cfJIhnJ",1
@corchem @ubikkgoat @PeterDClack @Samanth71003012 @AtomsksSanakan @D16584667 @3GHtweets @drwaheeduddin @tracemetalclean @NoelTurner194 @DMRDartford @Kenneth72712993 @TinFoilAwards @UreyZen @AOECOIN @RoyPentland @GillesnFio @TheDisproof @fcmfcs2019 @91996340e81d45a @GeoffSchuler @mentalmal1 @flyonthewall182 @MonkeyMyBack @sueytonius @BridgetAshmore @Plasticdoe @PolAnimalAus @MedBennett @glaser_holly @swcrisis @dianeclectica @dan613 @HMS_Indomitable @erlhel @JWildhardt @caerbannog666 @5_cambridge @ATomalty @toddynd @AndrewFleische7 @VWatcher56 @insulrpeninsula @thinks_about_it @Zane1968 @SylviaD32911201 @d_e_mol @PeterJrgen12 @RushhourP Says the one that believes there is a global conspiracy to make people believe global warming is real.,0
"BREAKING: WHO Director-General @DrTedros will convene an Emergency Committee on the novel #coronavirus (2019-nCoV) under the International Health Regulations. 
The Committee will meet on Wednesday, 22 January 2020. https://t.co/w3w7ZuoTeG",0
THE CONNECTION Between #5G and #COVID19 #Covid_19 #Coronavirus #WorldPandamic. Listen To #Scientists Around The World 🌎. Not British Greedy Politicians #UKGOV #UKMP #Illuminati #NWO Satanic Puppets. https://t.co/5b9zCsE1Cg,1
"First off, don't panic, coronavirus coming here does not mean everybody will die. I'm no economist but I suspect a the economic impact will be worst than the health implications.",0
Ignorance is bliss! Talked to friends about 5g network being rolled out in Wuhan. Blank looks. What are we putting out there??? #genocide #COVIDIDIOTS #borisjohnsonpm,1
"David David is inviting you to a scheduled Zoom meeting.
Topic: COVID19 IS IT A REAL VIRUS OR THE EFFECTS OF 5G WE ARE EXPERIENCING AROUND THE GLOBE? Part#2
Time: Mar 27, 2020 10:00 PM Eastern Time (US and Canada)
Join Zoom Meeting
https://t.co/nSyy0U8gi6

Meeting ID: 791 076 297 https://t.co/DnkRcUL6yE",1
"Appeal : Dear Friends..not everyone needs a mask; only those who do must use. For handwashing soap and water is best. 
But Also : Those who hoard, overcharge or deny these products - the administration is watching and it has the backing of law",0
"It is with regret that we announce the Fed Cup by BNP Paribas Finals &amp; Play-Offs 2020 have been postponed due to COVID-19 health concerns.

Full statement &gt; https://t.co/WeNcIOyILh https://t.co/rAiudl6NTu",0
"This is mad 5g poles just popping up everywhere, now all of a sudden people just dropping down dead in the streets .. that ain’t corona or has it mutated already 🧐🤨",1
Why are there people who believe coronavirus and 5G are actually in the slightest bit related? #woke,0
"NEWSLETTER: Coronavirus and Connectivity: Even the FCC is Involved, Zayo deal closes, and more. Read articles here: https://t.co/w7tecvNeg6

#cre #commercialrealestate #covid #coronavirus #zayo #fcc #5G #tmobile #dish #sprint #wework https://t.co/uNidIcnbM5",0
"So from what I’m reading, #COVID19 is like #herpes everyone’s got it they just aren’t being tested for it?&amp; common symptoms are flu like?Negative effects of 5G are the same as #COVID19 HMMMMMM...🤔🧐😂🤯🤦‍♂️🤷‍♂️ #sheeple #lockdown #FactsNotFear #agendas #duped #blockchaineconomy2020",1
Coronavirus and 5G make a lot of sense once you are aware of your own God given circuits handed at BIRTH BY THE MOST HIGH.,1
"Another level there is a clear 5g coronavirus connection. Intelligence indicates that there are thousands getting sick but not of the virus but of 5g and this is implemented as part of the genocide faction that spread the coronavirus.
https://t.co/G7iT9bwz1l https://t.co/ReSsLADErg",1
"Bihar General Administration Department issues order, asking all department heads (except health department) to assign working shifts on alternate days to class C and class D employees of the state. #Coronavirus",0
5G (radiation) is whats killin Us ppl “Corona Virus” is the distraction don’t run wit wat u hear from CNN etc etc do your own research an find out wats really goin on instead of wearin a mask an washin yur hands all day smh,1
Coronavirus - Huawei installs 5G network in Wuhan’s Huoshenshan hospital - Critical Communications Today https://t.co/jlCXJwuwxe,0
"@realDonaldTrump For once the whole world finds out, and people everywhere will,
that the worst coronavirus clusters were in those major cities
with the most intense 5G roll-outs and IoT build-outs,
the military deployment of 5G will be terminated
post-haste by the We the People.",1
"We are receiving many questions about #COVID19 &amp; are grateful people are asking us to get informed. Please visit our website or call 416-338-7600, Monday to Friday from 8:30 a.m. to 8 p.m. and Saturday and Sunday from 10 a.m. to 6 p.m. for more info: https://t.co/l0dtb07kIf",0
"@realDonaldTrump Mr. President,  If you want to stop the so called Coronavirus in this country then you must order the telecom industry to halt 5G deployment immediately.",1
"Does 5G affect the immune system, making the diffence between mild corona virus and severe. Are the deaths from the virus in the same areas as 5G masts, mostly the big cities.?
https://t.co/hFRJk8UzQB",1
Maduro cancels all flights to Europe and Colombia for a month. That's the bulk of Venezuela's remaining international connections.,0
"To confront #COVID19, China used an impressive array of tools -  telehealth, rx deliveries, rapid CT scans for diagnostics, PCR diagnostics in &lt;4 hours, data technologies to enable contact tracing of 70K people, 5G for communicating with field teams. 

https://t.co/faktpQUrq7",0
"Lazy weekend? #MWC2020 is on ice, but what's new in mobiles, foldables and 5G from Huawei, LG, Oppo, Realme and others? What effect will COVID-19 have on the tech world in 2020? Guests @Ausdroid's @JM77 and @PickrAU's @Leighlo 

https://t.co/j0Cm6PveDb https://t.co/5sbq4F0kiN",0
"@Hugo_Lz So, during the course of this discussion, you went from a 4% death rate, to now asserting less than 1% death rate. I’m really not sure what you believe as to this, but the medical consensus for mortality is about 2%. COVID-19 spreads easier the SARS/MERS, but is less deadly.",0
"Huge panic in Israel after it has emerged that a group of South Korean, who have visited here for a week, infected with #coronavirus",0
"Countries with 5G : US -Japan- South korea- Germany-China 

Telecommunication providers in the US already using 5G T-Mobile - Verizon- AT&amp;T- Vodofone- Beeline- SingTel- Sprint, Orange, Claro. So why the cry about coronavirus😀 #5GinNigeriaBants",1
There has been a number of cases seen that victims collapse on the streets - similar to what was reported in China https://t.co/es44b62sbj,0
Well darn.Just wondering about.China rolled out 5G just a month and half ago.Then within 2 weeks Coronavirus begins.I had read several medical professionals saying 5G harmed the human immune system.Just saying.,1
I'm not sure about this 5G what if it's been created and can be used as a weapon that can give you a virus through your phone #coronavirus,1
1. The polio story as you learned it is wrong. It’s one of the most often misunderstood sequence of events in the last two hundred years. I wanted to explain a few things about the disease to help people understand what actually happened. https://t.co/xT7YjIb4kZ,0
The biggest story today should be that impeachment is sidelining our government from protecting us while the Coronavirus spreads. Thanks for nothing.,0
Usually my neighborhood is bustling on a Friday night with people being loud on their way to the bars and clubs on Broadway. Tonight it’s a ghost town. You would never guess it’s #StPatricksDay weekend. #denver #COVIDー19 https://t.co/AP9mosHVg9,0
Just been sent this on whatsapp. Apparently this is the main #5G hub. They've been building it whilst we've been in quarantine. Open your eyes people https://t.co/gO5WYHPmHn,1
"And so the list of accredited foreign journalists forced to leave China since 2012 continues to grow...
@melissakchan
@pjmooney
@austinramzy
@ugauthier
@ByChunHan
@meghara
@joshchin 
@Chao_Deng
@PhilipWen11",0
COVID-19 research funding opportunities are available now – proposals are invited from all fields of health and social science. Head to the HRC website for all the details:    https://t.co/sou2yNDcJs,0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, today is just a day. You may be able to make some meaningful political contribution or you may not. It's fine; you're fine. Politics is for the protection of life, not the other way around. https://t.co/c70HUARx9s",0
"My friend CTT came up with a very interesting design for proximity sensing, no-contact elevator buttons- that still provide the satisfying visual movement of being pressed. https://t.co/fpUEs4mLQ8",0
"Coronavirus Will Test WiFi Networks, Make 5G More Popular As more cities strive to become smart cities — having infrastructure connected to the internet — latency will become more of an issue, and that will ... https://t.co/J7Nb2RS4XB",0
"Anyone who thinks 5G is not related to covid19, wuhan 1st city in world to go fully 5G, safe to say more people died there, than the official figure from chinese government, and like all governments, especially DEEP STATE UK THEY LIE.",1
"Some1 has a theory about Bill Gates sudden interest in saving the planet esp in Africa incl sudden warnings about if the virus can attack this continent will kill atleast 10million ppl &amp;... wait for it, 5g coverage.Pls check the maps of both 5G &amp; Corona coverage. Got me worried https://t.co/jutGoUcNUJ",1
@DrEricDing @ZhouLabUCR Has anybody else read Wuhan is initial site of intense 5G rollout and other 'influenza' epidemics are associated with electrification. Check out Firstenberg's 'Invisible Rainbow',1
Unnamed 5G Whistleblower Claims That People Are Being Infected With Coronavirus Via Covid-19 Tests https://t.co/auTIvmaErV,1
"Lunch break? #MWC2020 is on ice, but what's new in mobiles, foldables and 5G from Huawei, LG, Oppo, Realme and others? What effect will COVID-19 have on the tech world in 2020? Guests @Ausdroid's @JM77 and @PickrAU's @Leighlo 

https://t.co/j0Cm6PdDeB https://t.co/CvQTVfe9na",0
"@TerryGlavin @rolandparis @nspector4 @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @globeandmail @nvanderklippe @cafreeland @Rory_Medcalf @RalphGoodale @JustinTrudeau @csiscanada @ASIO @FBI @AaronFriedberg @elyratner @FenellaSung1 @washingtonpost @DrBeeZee @MichaelAuslen @Colinfreeze @HonJohnMcCallum @ianjamesyoung70 @CanadaChina @CanadaFP @CSIS @cse_cst @NSAGov @DHSgov @GCHQ @stevenchase @TorontoStar @nationalpost @jmohanmalik @MichaelDanbyMP @TheJusticeDept @WHNSC @PekingMike @PnPCBC @CrisisGroup @UyghurCongress @uyghurproject @UyghurBulletin @SCS_Disputes #China's ""government is harvesting and selling organs from persecuted religious and ethnic minorities on an industrial scale, the UN Human Rights Council has been told"" https://t.co/QHm8ktyJc7 #FalunGong #Uyghurs #Tibetans #Christians #UNHRC",0
"More good news tonight, NYC: The 2nd person under investigation was found NOT to have the 2019 novel #coronavirus. 

We’re still waiting on results for the other three people under investigation. Check our website every weekday at 10:30 a.m. for updates: https://t.co/AKpJIDztv1 https://t.co/pb7D6fDJ14",0
"Today's situation report on #COVID19 highlights:
-🇦🇫, 🇧🇭, 🇮🇶 &amp; 🇴🇲reported cases in the past 24 hours
-@WHO online course on healthcare facilities' preparedness: https://t.co/cO7TAxpmo5
-The WHO-China joint mission's findings
-WHO- @ECDC_EU mission in Italy
https://t.co/DHNWebEc9V",0
"Full video (1/2): Today, Advisor to the President @IvankaTrump delivered remarks at the one-year anniversary of the launch of the @WhiteHouse’s #WGDP Initiative. https://t.co/3sFOnR3o4c",0
"@smartds01 @ActivistPost So this is the Largest Global Coverup.The Rolling Out 5G Which Is 10X Faster Then 4G and Causing Cell Poisoning To The Physically Body, Which In Turn Produces The Flu Like Careoistisc (CoronaVIrus). Our bodies try to kick out the toxins through out nose and mouth. Watch Video All",1
"Angela Rye asks Elizabeth Warren to say first thing that comes to mind when she hears -- 

Mike Pence: ""Oh, no.""

Vote: ""Yes""

Mitch McConnell: ""No.""

Felicity Huffman: ""Oh, shame.""",0
"And now, back to pictures of food.  From the change in some containers, I believe we can see the beginning of food being supplied by the off-ship facilities (like the dessert at lunch). What you're seeing is pasta salad with beans, broccoli, tuna, olives, and pigeon peas https://t.co/uGWeDRAmS5",0
"BREAKING: The White House is weighing whether to appoint a coronavirus czar to coordinate the response to the spreading epidemic, according to two officials familiar with the matter https://t.co/PJZD4s30JQ",0
"@DrEricDing @TheLancet Mortality rates in other big cities like Beijing and Shanghai are much lower, why is that?",0
"@BettyLoo15 @AintGets @RudyGiuliani I know what was meant by the original post. You can attempt to change the subject as much as you want.

Your attempt at making this about feelings vs facts tells me you are more prone to thinking that your feelings are facts, because you don't know how/when to know the two",0
"The word ""pandemic"" has nothing to do with how serious an illness is. It only means that it's spreading widely. More questions and answers about today's declaration. https://t.co/JeelL6SJLN",0
"@RealHughJackman @iamjohnoliver @VancityReynolds @SethMacFarlane @howiemandel @SimonCowell @Sethrogen No, Mr. Trumpalump, you needn't worry. The Guard Towers aren't for you. Let's just say, we found a new, more..... 'merican way to keep our Healthcare Professionals from working outside of Canada.",0
Does Huawei’s 5G technology pose a threat to countries’ national security? @kncukier investigates on our latest “Babbage” podcast https://t.co/jmz5h4D2NY,0
"“A grave risk is Moscow could win over the West, reconciling without the resolution of disagreements over Russia's annexation of #Crimea &amp; #ElectionMeddling in Western countries. That would plant the seeds of serious problems in the future.”

#Helsinki
https://t.co/FCizjlmNUa",0
TL what are your thoughts on the speculations that Covid-19 is the health implication of the use of 5G technology?,1
1-29 Pray for Wuhan: Redmi concludes the Camera Under Panel is still far from mass production; UK Prime Minister Boris Johnson gave the green light to Huawei to develop the UK’s 5G network; etc. https://t.co/ro0z5iKawJ https://t.co/uBZjBa7Dz5,0
I am this close 👌 to ordering a new phone without waiting for 5G because 5G is getting delayed due to the coronavirus anyway,0
"On the left, #5G tower distribution, on the right, #Coronavirus hot spots. I don’t know whether there’s a link, but it seems worthwhile to #payattention #NJ https://t.co/mtl1X64nKG",1
"These 5G towers are the real danger it's those damn towers causing this ""coronavirus"" I been talking about this since last year and people didnt take it serious...get you some colloidal silver and build up that immune system",1
"On Sunday evening on @SABCNetwork on #SABCNews, we look at claims that say 5G is linked to #COVID19. Health Minister @DrZweliMkhize has already denied this. Telecoms analyst @wizaj gives us his views. Huawei &amp; Vodacom tell us what 5G is and what it can do.",1
"Apple stores in #China was supposed to re-open this Monday, but seems like my broken laptop will need to wait a few days/weeks longer. 

Footage taken in front of 🍎 store on 南京西路步行街 in Shanghai. 

#COVID19 https://t.co/Q54myY4ulo",0
Honestly people should be more worried right now about 5G than the coronavirus - look up 5G @patrickbetdavid on youtube,1
The idea that 5G is the real cause of coronavirus is a conspiracy that I can really get behind. Any predictions for what plague 6G will bring?,1
"Hey VERIZON, YOU KILLING US WITH THIS 5G mess, aka COVID-19. You might want to take all those towers you put up down. Some of us know what’s really going on. My headaches brought me here to let you know WE KNOW! 🤦🏽‍♀️ #COVID19Pandemic aka VERIZON with their damn 5G",1
Keri Hilson said Africans must have coronavirus because they don’t have 5G network. I’m glad Beyoncé shut her down,1
"@cnnbrk …The same is true of other countries in the world where 5G technology is developing rapidly, such as the United States and Germany. The outbreak has been effectively curbed since wuhan shut down a 5G base station at the end of march…",1
Instagram thots claiming that COVID-19 is fake and blaming 5g for this. Y’all the ignorance is real. #StayHome,0
"@AdvoBarryRoux #corona 
pay attention now...
within the 5G technology there's something called FIVEG which has 60GHz, now it is well known that the 60GHz microwave frequency affects the oxygen. 60GHz causes the electrons sarounding oxygen molecules to spin with each wave.",1
